Age,Gender,Income (AED),Employment Status,Location in Dubai,Skincare Purchase Frequency,Average Monthly Spend (AED),Skincare Products Used,Purchase Influencers,Skin Concerns,Follow Influencer Recommendations,Trusted Influencer Tier,Preferred Platform,Persuasive Ad Format,Browse Time,Purchased After Influencer Promotion,Max Willingness to Spend (AED),Willingness to Try New Brand,Purchase Discouragement Factors,Number of Skincare Influencers Followed,Interest in Curated Skincare Box,Willing to Pay Premium,One Platform for Shopping Inspiration,Influencer Marketing Trust Score (1–5),Favorite Influencer or Brand
25,Female,"10,000–20,000",Unemployed,Dubai Marina,Monthly,157,"Sunscreens, Face Masks","Price, Brand, Social Media Influencers","Dryness, Wrinkles, Oily Skin, Acne",Rarely,Celebrity,TikTok,Story,Evening,No,328,Very Likely,"Not Suitable for My Skin, Lack of Trust, Too Many Promotions",11–20,Yes,No,Instagram,5,Brian Beauty
36,Female,"20,000–35,000",Working Professional,Deira,Weekly,194,"Anti-aging Products, Serums, Cleansers, Face Masks","Dermatologist Recommendations, Brand",Dark Spots,Always,Mega,YouTube,Short Reels,Afternoon,No,175,Unlikely,"No Visible Results, Lack of Trust",1–5,Maybe,Yes,Instagram,4,Kenneth Beauty
34,Male,"10,000–20,000",Student,Bur Dubai,Monthly,80,"Moisturizers, Sunscreens, Serums","Product Reviews, Dermatologist Recommendations, Brand","Wrinkles, Acne, Dark Spots",Rarely,Macro,YouTube,Static Image Post,Afternoon,No,221,Neutral,"Too Many Promotions, Lack of Trust, Not Suitable for My Skin",6–10,No,Depends on brand & value,YouTube,5,Kristin Beauty
22,Male,"10,000–20,000",Business Owner,Dubai Marina,Weekly,52,"Moisturizers, Serums, Face Masks, Sunscreens","Brand, Product Reviews",Wrinkles,Sometimes,Micro,YouTube,Short Reels,Afternoon,Yes,268,Very Unlikely,"No Visible Results, Too Many Promotions",1–5,Maybe,No,Instagram,4,Andrea Beauty
30,Male,"10,000–20,000",Business Owner,Dubai Marina,Quarterly,58,"Sunscreens, Cleansers, Face Masks, Anti-aging Products","Dermatologist Recommendations, Packaging","Dark Spots, Dryness, Wrinkles, Acne",Sometimes,Mega,Snapchat,Static Image Post,Afternoon,Yes,399,Very Unlikely,"Too Many Promotions, Price Too High, No Visible Results",6–10,Maybe,Yes,Instagram,5,Kimberly Beauty
36,Female,"10,000–20,000",Business Owner,Bur Dubai,Weekly,393,"Cleansers, Sunscreens","Dermatologist Recommendations, Product Reviews","Dryness, Acne",Sometimes,Celebrity,YouTube,Static Image Post,Evening,No,483,Neutral,"Price Too High, Not Suitable for My Skin",1–5,No,No,Instagram,1,Melinda Beauty
18,Prefer not to say,"5,000–10,000",Working Professional,Bur Dubai,Quarterly,85,"Serums, Sunscreens","Dermatologist Recommendations, Friends & Family, Product Reviews","Dark Spots, Acne, Oily Skin, Wrinkles",Sometimes,Macro,Facebook,Short Reels,Late Night,No,295,Very Likely,Price Too High,1–5,No,Depends on brand & value,TikTok,5,Sara Beauty
34,Male,"5,000–10,000",Working Professional,Downtown,Monthly,196,"Anti-aging Products, Face Masks, Cleansers, Serums","Packaging, Friends & Family",Uneven Tone,Sometimes,None,Facebook,Story,Morning,Yes,236,Very Unlikely,"Too Many Promotions, Not Suitable for My Skin",1–5,No,Depends on brand & value,YouTube,1,Michelle Beauty
24,Female,"20,000–35,000",Working Professional,Deira,Monthly,147,"Face Masks, Anti-aging Products, Serums","Dermatologist Recommendations, Product Reviews, Packaging","Uneven Tone, Dark Spots, Wrinkles, Acne",Sometimes,Celebrity,Instagram,Short Reels,Morning,No,290,Unlikely,"Lack of Trust, Not Suitable for My Skin, Price Too High",6–10,No,Depends on brand & value,TikTok,5,Eric Beauty
34,Female,"10,000–20,000",Student,Downtown,Weekly,98,"Serums, Sunscreens, Moisturizers","Price, Social Media Influencers, Friends & Family","Dryness, Acne, Oily Skin",Sometimes,Micro,YouTube,Full-Length Video,Afternoon,Yes,316,Very Likely,Too Many Promotions,1–5,Yes,Yes,YouTube,5,Jason Beauty
23,Female,"10,000–20,000",Working Professional,Bur Dubai,Monthly,73,"Cleansers, Face Masks, Moisturizers, Serums","Brand, Price, Dermatologist Recommendations","Dryness, Uneven Tone, Oily Skin",Sometimes,Micro,Instagram,Short Reels,Morning,No,225,Likely,Not Suitable for My Skin,6–10,Maybe,No,TikTok,3,Christine Beauty
18,Female,"10,000–20,000",Working Professional,Other,Quarterly,62,"Face Masks, Serums","Dermatologist Recommendations, Friends & Family, Packaging","Acne, Dryness, Oily Skin, Wrinkles",Sometimes,Macro,TikTok,Static Image Post,Late Night,No,384,Likely,"Too Many Promotions, Not Suitable for My Skin",None,Yes,No,TikTok,3,Shelley Beauty
18,Non-binary,"5,000–10,000",Working Professional,Downtown,Monthly,145,"Serums, Moisturizers, Cleansers","Product Reviews, Brand, Social Media Influencers","Dryness, Oily Skin",Sometimes,Mega,YouTube,Story,Evening,Yes,267,Very Likely,"Lack of Trust, Not Suitable for My Skin, Price Too High",More than 20,Yes,Yes,Instagram,5,Eric Beauty
30,Male,"5,000–10,000",Working Professional,Dubai Marina,Monthly,199,"Anti-aging Products, Face Masks, Serums","Dermatologist Recommendations, Friends & Family, Price",Oily Skin,Rarely,Macro,YouTube,Story,Evening,Yes,287,Likely,"Price Too High, Not Suitable for My Skin, Too Many Promotions",6–10,Maybe,No,Instagram,3,Bradley Beauty
32,Male,"10,000–20,000",Working Professional,Downtown,Quarterly,153,"Sunscreens, Cleansers","Price, Friends & Family, Brand","Acne, Wrinkles, Oily Skin, Dark Spots",Rarely,Macro,Instagram,Short Reels,Late Night,No,299,Very Likely,Not Suitable for My Skin,1–5,Maybe,Yes,YouTube,5,Kimberly Beauty
22,Male,"35,000 and above",Homemaker,Deira,Monthly,125,"Cleansers, Moisturizers, Serums","Friends & Family, Packaging, Brand",Wrinkles,Often,Mega,TikTok,Short Reels,Evening,Yes,281,Very Likely,"No Visible Results, Lack of Trust, Too Many Promotions",1–5,Maybe,Yes,Instagram,2,Jane Beauty
35,Male,"5,000–10,000",Working Professional,Bur Dubai,Monthly,54,"Anti-aging Products, Sunscreens, Serums","Brand, Price",Dark Spots,Sometimes,Celebrity,Instagram,Story,Morning,Yes,312,Likely,"Too Many Promotions, Lack of Trust, No Visible Results",1–5,Yes,No,Instagram,2,Reginald Beauty
18,Female,"35,000 and above",Working Professional,Bur Dubai,Monthly,395,"Sunscreens, Face Masks, Anti-aging Products","Dermatologist Recommendations, Brand, Packaging","Acne, Dryness, Dark Spots",Often,Macro,TikTok,Static Image Post,Evening,No,203,Unlikely,"No Visible Results, Not Suitable for My Skin, Price Too High",11–20,Yes,Yes,TikTok,5,Joyce Beauty
29,Female,"10,000–20,000",Working Professional,Deira,Weekly,210,"Sunscreens, Serums, Moisturizers, Face Masks","Social Media Influencers, Product Reviews, Price",Acne,Sometimes,Macro,Instagram,Static Image Post,Late Night,No,208,Very Likely,Lack of Trust,6–10,Yes,Depends on brand & value,YouTube,4,Kevin Beauty
20,Male,"5,000–10,000",Working Professional,Bur Dubai,Rarely,84,"Serums, Moisturizers, Anti-aging Products, Cleansers","Product Reviews, Brand","Uneven Tone, Oily Skin, Acne",Always,Mega,YouTube,Story,Evening,Yes,167,Very Likely,Lack of Trust,1–5,Yes,Yes,TikTok,5,Nancy Beauty
24,Female,"20,000–35,000",Working Professional,Jumeirah,Monthly,441,"Moisturizers, Cleansers","Brand, Price, Packaging","Acne, Dryness, Wrinkles",Sometimes,Celebrity,Instagram,Static Image Post,Morning,Yes,282,Very Unlikely,"No Visible Results, Price Too High",None,Yes,Depends on brand & value,TikTok,3,Richard Beauty
30,Female,"10,000–20,000",Working Professional,Dubai Marina,Monthly,142,"Moisturizers, Cleansers","Price, Product Reviews, Social Media Influencers","Dryness, Wrinkles, Dark Spots, Uneven Tone",Often,Macro,Instagram,Story,Morning,No,308,Likely,"No Visible Results, Not Suitable for My Skin",More than 20,No,No,Instagram,4,Donna Beauty
23,Male,"20,000–35,000",Student,Jumeirah,Quarterly,137,"Sunscreens, Moisturizers, Serums","Friends & Family, Packaging",Dark Spots,Often,Celebrity,YouTube,Full-Length Video,Afternoon,Yes,284,Very Likely,"Lack of Trust, Too Many Promotions, No Visible Results",None,Maybe,Depends on brand & value,YouTube,4,Katherine Beauty
26,Female,"10,000–20,000",Student,Downtown,Weekly,187,"Cleansers, Serums, Anti-aging Products","Friends & Family, Dermatologist Recommendations, Packaging","Wrinkles, Oily Skin",Sometimes,None,Instagram,Story,Afternoon,Yes,375,Unlikely,"Price Too High, Lack of Trust",11–20,No,No,TikTok,4,Molly Beauty
38,Female,"Below 5,000",Business Owner,Downtown,Quarterly,217,"Sunscreens, Face Masks, Serums","Product Reviews, Dermatologist Recommendations","Uneven Tone, Dryness",Always,Mega,Instagram,Static Image Post,Late Night,No,249,Very Likely,Lack of Trust,11–20,No,No,TikTok,4,Rhonda Beauty
25,Male,"10,000–20,000",Working Professional,Jumeirah,Weekly,156,"Serums, Cleansers, Moisturizers","Packaging, Dermatologist Recommendations, Friends & Family","Uneven Tone, Acne",Rarely,Mega,Facebook,Story,Afternoon,Yes,300,Likely,"Too Many Promotions, No Visible Results, Price Too High",6–10,Yes,Depends on brand & value,Instagram,4,Cody Beauty
36,Female,"20,000–35,000",Student,Other,Monthly,63,"Sunscreens, Cleansers","Product Reviews, Packaging",Wrinkles,Sometimes,Micro,Facebook,Static Image Post,Late Night,No,168,Very Likely,"No Visible Results, Too Many Promotions",6–10,No,Yes,YouTube,4,Suzanne Beauty
20,Prefer not to say,"5,000–10,000",Homemaker,Downtown,Rarely,91,"Sunscreens, Moisturizers","Social Media Influencers, Packaging",Oily Skin,Often,Macro,YouTube,Story,Evening,No,220,Very Likely,"Not Suitable for My Skin, No Visible Results",6–10,Maybe,No,YouTube,3,Kimberly Beauty
34,Male,"5,000–10,000",Working Professional,Deira,Monthly,313,"Anti-aging Products, Face Masks","Price, Brand","Acne, Oily Skin, Dryness",Often,Mega,TikTok,Static Image Post,Evening,No,302,Neutral,Not Suitable for My Skin,6–10,No,No,YouTube,5,Robert Beauty
41,Male,"Below 5,000",Student,Jumeirah,Monthly,75,"Face Masks, Anti-aging Products, Moisturizers","Dermatologist Recommendations, Brand, Product Reviews","Acne, Uneven Tone",Often,Macro,Instagram,Story,Evening,Yes,313,Very Likely,No Visible Results,6–10,No,Depends on brand & value,TikTok,3,Katherine Beauty
18,Male,"10,000–20,000",Unemployed,Dubai Marina,Quarterly,96,"Cleansers, Face Masks, Moisturizers, Serums","Packaging, Brand, Dermatologist Recommendations","Wrinkles, Dryness",Often,Celebrity,Snapchat,Short Reels,Late Night,Yes,227,Likely,"Not Suitable for My Skin, Price Too High",1–5,Yes,Yes,Instagram,4,Katie Beauty
23,Female,"20,000–35,000",Working Professional,Dubai Marina,Quarterly,106,"Moisturizers, Serums","Product Reviews, Brand","Uneven Tone, Wrinkles, Dark Spots",Sometimes,Macro,Snapchat,Short Reels,Late Night,Yes,244,Likely,Lack of Trust,11–20,Yes,Depends on brand & value,TikTok,3,Anthony Beauty
34,Prefer not to say,"20,000–35,000",Working Professional,Dubai Marina,Monthly,107,"Cleansers, Sunscreens, Anti-aging Products, Moisturizers","Social Media Influencers, Brand, Product Reviews","Acne, Wrinkles, Dark Spots, Dryness",Sometimes,Macro,Instagram,Story,Afternoon,No,136,Likely,"No Visible Results, Price Too High, Not Suitable for My Skin",6–10,No,No,TikTok,4,Joseph Beauty
28,Male,"20,000–35,000",Student,Jumeirah,Weekly,144,"Anti-aging Products, Cleansers, Serums, Moisturizers","Social Media Influencers, Price, Packaging","Oily Skin, Dryness",Often,Macro,Facebook,Short Reels,Evening,No,223,Likely,"No Visible Results, Too Many Promotions",1–5,Maybe,Yes,TikTok,4,Ann Beauty
32,Female,"35,000 and above",Working Professional,Jumeirah,Weekly,336,"Cleansers, Sunscreens, Moisturizers, Anti-aging Products","Dermatologist Recommendations, Friends & Family, Product Reviews","Uneven Tone, Dryness",Sometimes,Micro,YouTube,Static Image Post,Afternoon,No,316,Neutral,"No Visible Results, Not Suitable for My Skin, Lack of Trust",6–10,No,Depends on brand & value,YouTube,3,David Beauty
25,Male,"10,000–20,000",Student,Dubai Marina,Monthly,77,"Serums, Anti-aging Products","Price, Product Reviews, Packaging","Acne, Oily Skin, Dark Spots, Dryness",Often,None,Instagram,Static Image Post,Late Night,No,293,Unlikely,"Too Many Promotions, Price Too High, Lack of Trust",1–5,Maybe,Depends on brand & value,YouTube,2,Benjamin Beauty
30,Female,"20,000–35,000",Unemployed,Bur Dubai,Rarely,62,"Anti-aging Products, Sunscreens, Cleansers","Product Reviews, Friends & Family, Price",Wrinkles,Never,Celebrity,Instagram,Story,Afternoon,Yes,287,Unlikely,"Price Too High, No Visible Results, Too Many Promotions",More than 20,Yes,No,TikTok,2,Tamara Beauty
28,Female,"10,000–20,000",Working Professional,Dubai Marina,Rarely,71,"Cleansers, Face Masks, Serums","Brand, Packaging",Dark Spots,Sometimes,Mega,YouTube,Static Image Post,Evening,No,253,Likely,Not Suitable for My Skin,6–10,Yes,Depends on brand & value,TikTok,4,Anthony Beauty
39,Male,"5,000–10,000",Working Professional,Other,Weekly,267,"Anti-aging Products, Face Masks, Moisturizers","Dermatologist Recommendations, Brand, Product Reviews","Wrinkles, Dark Spots, Uneven Tone",Sometimes,Mega,YouTube,Static Image Post,Late Night,Yes,250,Neutral,"No Visible Results, Too Many Promotions, Not Suitable for My Skin",6–10,No,Yes,Instagram,5,Alex Beauty
32,Female,"5,000–10,000",Working Professional,Downtown,Quarterly,153,"Cleansers, Sunscreens","Product Reviews, Social Media Influencers, Brand","Oily Skin, Dark Spots",Always,Macro,Instagram,Short Reels,Late Night,Yes,200,Neutral,"Not Suitable for My Skin, Price Too High, Too Many Promotions",None,Maybe,Depends on brand & value,Instagram,1,Kevin Beauty
32,Female,"5,000–10,000",Working Professional,Deira,Monthly,83,"Cleansers, Anti-aging Products, Serums","Price, Packaging","Uneven Tone, Dryness",Often,Micro,TikTok,Story,Morning,Yes,302,Likely,"Too Many Promotions, Not Suitable for My Skin",6–10,No,No,TikTok,4,Derek Beauty
26,Female,"20,000–35,000",Unemployed,Jumeirah,Weekly,219,"Serums, Sunscreens","Friends & Family, Price","Dark Spots, Uneven Tone, Wrinkles",Often,Micro,TikTok,Short Reels,Afternoon,Yes,281,Very Likely,"Price Too High, Lack of Trust, No Visible Results",11–20,Maybe,Depends on brand & value,TikTok,3,Lindsey Beauty
26,Male,"Below 5,000",Student,Jumeirah,Monthly,247,"Moisturizers, Serums","Brand, Friends & Family","Uneven Tone, Acne, Dark Spots, Wrinkles",Rarely,Micro,Instagram,Short Reels,Afternoon,Yes,286,Neutral,Lack of Trust,1–5,Maybe,Yes,Instagram,4,Daniel Beauty
26,Prefer not to say,"10,000–20,000",Working Professional,Dubai Marina,Monthly,237,"Cleansers, Moisturizers","Packaging, Social Media Influencers","Acne, Oily Skin, Uneven Tone, Wrinkles",Never,Mega,Instagram,Short Reels,Evening,No,210,Likely,"Too Many Promotions, Price Too High",1–5,Maybe,Depends on brand & value,YouTube,5,Katie Beauty
33,Female,"10,000–20,000",Working Professional,Deira,Monthly,301,"Serums, Anti-aging Products","Product Reviews, Price","Oily Skin, Uneven Tone, Dark Spots, Wrinkles",Always,Mega,YouTube,Static Image Post,Afternoon,Yes,88,Very Unlikely,"Price Too High, Lack of Trust, No Visible Results",11–20,Yes,No,Instagram,3,William Beauty
26,Male,"20,000–35,000",Working Professional,Other,Weekly,79,"Anti-aging Products, Moisturizers, Cleansers","Friends & Family, Price",Wrinkles,Sometimes,Macro,Instagram,Static Image Post,Late Night,No,332,Very Likely,No Visible Results,6–10,Yes,Yes,Instagram,4,Jessica Beauty
32,Male,"10,000–20,000",Working Professional,Jumeirah,Quarterly,190,"Serums, Anti-aging Products, Sunscreens","Packaging, Friends & Family, Social Media Influencers",Dryness,Sometimes,Mega,YouTube,Short Reels,Afternoon,Yes,214,Likely,Too Many Promotions,6–10,No,No,Instagram,1,Jon Beauty
46,Male,"10,000–20,000",Working Professional,Bur Dubai,Monthly,111,"Face Masks, Moisturizers, Sunscreens, Serums","Product Reviews, Brand, Packaging",Oily Skin,Often,Macro,TikTok,Full-Length Video,Evening,Yes,185,Very Unlikely,"No Visible Results, Price Too High, Too Many Promotions",1–5,Yes,Depends on brand & value,YouTube,2,Teresa Beauty
36,Female,"Below 5,000",Business Owner,Jumeirah,Weekly,234,"Sunscreens, Face Masks","Brand, Product Reviews, Price","Dark Spots, Oily Skin",Often,Macro,TikTok,Story,Afternoon,Yes,302,Likely,Too Many Promotions,None,Maybe,No,TikTok,3,Robert Beauty
27,Male,"5,000–10,000",Student,Deira,Monthly,180,"Serums, Anti-aging Products","Social Media Influencers, Price, Friends & Family",Wrinkles,Sometimes,Micro,Facebook,Story,Morning,No,220,Very Likely,"Not Suitable for My Skin, No Visible Results",11–20,Yes,Yes,Instagram,1,Dean Beauty
39,Female,"35,000 and above",Working Professional,Bur Dubai,Monthly,199,"Serums, Sunscreens, Anti-aging Products","Friends & Family, Packaging",Acne,Often,Micro,YouTube,Static Image Post,Evening,Yes,329,Likely,"No Visible Results, Lack of Trust",11–20,No,Yes,Instagram,4,David Beauty
26,Female,"20,000–35,000",Student,Other,Monthly,156,"Serums, Sunscreens","Product Reviews, Dermatologist Recommendations","Uneven Tone, Dryness, Oily Skin",Sometimes,Mega,YouTube,Static Image Post,Late Night,No,296,Neutral,"Price Too High, No Visible Results",11–20,No,Depends on brand & value,YouTube,4,Amanda Beauty
18,Male,"10,000–20,000",Working Professional,Dubai Marina,Monthly,69,"Moisturizers, Serums, Face Masks, Cleansers","Friends & Family, Product Reviews",Dark Spots,Rarely,Mega,TikTok,Short Reels,Morning,No,301,Unlikely,Too Many Promotions,1–5,Yes,Yes,Instagram,4,Denise Beauty
21,Prefer not to say,"20,000–35,000",Working Professional,Deira,Quarterly,128,"Face Masks, Sunscreens","Product Reviews, Packaging","Dark Spots, Wrinkles, Dryness, Oily Skin",Sometimes,Mega,Instagram,Static Image Post,Afternoon,Yes,147,Neutral,"Price Too High, No Visible Results, Not Suitable for My Skin",More than 20,Maybe,Yes,YouTube,3,Bryan Beauty
18,Female,"20,000–35,000",Student,Deira,Weekly,467,"Anti-aging Products, Moisturizers, Face Masks","Dermatologist Recommendations, Friends & Family, Product Reviews","Dark Spots, Acne, Dryness",Sometimes,Macro,Instagram,Story,Morning,Yes,340,Very Likely,"Lack of Trust, Too Many Promotions",1–5,Maybe,Yes,TikTok,3,Nicholas Beauty
27,Female,"Below 5,000",Working Professional,Dubai Marina,Weekly,327,"Face Masks, Anti-aging Products, Cleansers","Social Media Influencers, Packaging",Uneven Tone,Sometimes,Macro,TikTok,Story,Late Night,No,269,Neutral,"No Visible Results, Lack of Trust, Too Many Promotions",1–5,No,Yes,Instagram,4,Thomas Beauty
30,Female,"35,000 and above",Homemaker,Other,Monthly,54,"Serums, Anti-aging Products, Cleansers","Social Media Influencers, Product Reviews","Dryness, Oily Skin",Sometimes,Macro,YouTube,Short Reels,Evening,Yes,222,Neutral,Price Too High,1–5,No,No,YouTube,5,James Beauty
43,Male,"10,000–20,000",Unemployed,Jumeirah,Monthly,68,"Sunscreens, Moisturizers, Face Masks","Friends & Family, Product Reviews, Social Media Influencers",Dark Spots,Sometimes,Macro,YouTube,Short Reels,Afternoon,Yes,260,Very Likely,"No Visible Results, Lack of Trust",6–10,Maybe,Depends on brand & value,TikTok,2,Regina Beauty
32,Female,"10,000–20,000",Working Professional,Deira,Weekly,64,"Sunscreens, Moisturizers, Serums, Face Masks","Packaging, Product Reviews","Uneven Tone, Dryness",Often,Micro,YouTube,Static Image Post,Afternoon,Yes,116,Likely,Too Many Promotions,6–10,No,Depends on brand & value,YouTube,5,Alexa Beauty
